Date;Last Price
24/12/21;50908,79
23/12/21;50849,2
22/12/21;49073,95
21/12/21;49106,42
20/12/21;46987,56
19/12/21;46741,79
18/12/21;46971,17
17/12/21;46873,03
16/12/21;48111,68
15/12/21;49192,58
14/12/21;48310,62
13/12/21;46828,95
12/12/21;49965,29
11/12/21;48813,56
10/12/21;47952,18
9/12/21;47997,76
8/12/21;50635,11
7/12/21;50527,72
6/12/21;50120,56
5/12/21;49229,81
4/12/21;48765,22
3/12/21;53655,27
2/12/21;56903,45
1/12/21;57029,49
30/11/21;57138,67
29/11/21;58316,89
28/11/21;56341,89
27/11/21;54625,03
26/11/21;54019,74
25/11/21;58855,15
24/11/21;57331,67
23/11/21;57709,14
22/11/21;56278,01
21/11/21;59541,76
20/11/21;59651,08
19/11/21;57869,63
18/11/21;57595,39
17/11/21;60117,19
16/11/21;60488,5
15/11/21;63899,88
14/11/21;64336,55
13/11/21;64367,64
12/11/21;64100,68
11/11/21;65069,89
10/11/21;64293,61
9/11/21;67734,04
8/11/21;66138,54
7/11/21;62884,45
6/11/21;61201,83
5/11/21;60976,2
4/11/21;61365,05
3/11/21;62776,06
2/11/21;63141,03
1/11/21;60727,52
31/10/21;60975,98
30/10/21;61682,78
29/10/21;62395,66
28/10/21;61395,58
27/10/21;58924,76
26/10/21;62096,9
25/10/21;62544,64
24/10/21;61159,77
23/10/21;61124,51
22/10/21;60726,01
21/10/21;62680,43
20/10/21;65996,35
19/10/21;64121,31
18/10/21;61367,44
17/10/21;59400,14
16/10/21;61014,11
15/10/21;62526,67
14/10/21;57443,04
13/10/21;56982,87
12/10/21;55362,51
11/10/21;57341,5
10/10/21;55435,21
9/10/21;54670,87
8/10/21;53993,31
7/10/21;54184,24
6/10/21;54936,9
5/10/21;51474,19
4/10/21;49006,15
3/10/21;48464,31
2/10/21;48019,13
1/10/21;48132,9
30/9/21;43436,35
29/9/21;41125,06
28/9/21;41785,9
27/9/21;42706,99
26/9/21;43651,76
25/9/21;42678,81
24/9/21;42981,54
23/9/21;44710,2
22/9/21;43451,15
21/9/21;40926,74
20/9/21;43537,86
19/9/21;47601,08
18/9/21;47994,88
17/9/21;46990,35
16/9/21;47149,38
15/9/21;47941,58
14/9/21;46828,18
13/9/21;45187,52
12/9/21;45089,47
11/9/21;45319,68
10/9/21;45077,81
9/9/21;46256,1
8/9/21;46060,72
7/9/21;46819,01
6/9/21;51934,74
5/9/21;51668,21
4/9/21;50182,7
3/9/21;50152,52
2/9/21;49562,1
1/9/21;48272,51
31/8/21;47008,53
30/8/21;48648,9
29/8/21;48925,24
28/8/21;48755,08
27/8/21;48921,81
26/8/21;47036,43
25/8/21;48712,63
24/8/21;48345,65
23/8/21;49515,08
22/8/21;48414,22
21/8/21;49011,76
20/8/21;48668,03
19/8/21;46587,99
18/8/21;44546,67
17/8/21;44992,1
16/8/21;46078,11
15/8/21;46718,33
14/8/21;46666,78
13/8/21;47609,88
12/8/21;44480,11
11/8/21;46345,49
10/8/21;45642,9
9/8/21;45464,51
8/8/21;43867,4
7/8/21;43975,95
6/8/21;42719,51
5/8/21;40899,36
4/8/21;39754,38
3/8/21;38072,95
2/8/21;38856,63
1/8/21;41268,06
31/7/21;41540,22
30/7/21;40689,27
29/7/21;39722,08
28/7/21;39985,95
27/7/21;38044,5
26/7/21;37751,68
25/7/21;34483,2
24/7/21;33939,65
23/7/21;32500,7
22/7/21;32247,75
21/7/21;31818,67
20/7/21;29865,53
19/7/21;30776,39
18/7/21;31652,45
17/7/21;31737,26
16/7/21;31842,51
15/7/21;31758,37
14/7/21;32813,83
13/7/21;32508,34
12/7/21;32849,59
11/7/21;33854,3
10/7/21;33332,25
9/7/21;33522,57
8/7/21;32815,73
7/7/21;34544,86
6/7/21;33957,11
5/7/21;33855,36
4/7/21;35547,25
3/7/21;34728,55
2/7/21;33142,64
1/7/21;33422
30/6/21;34585
29/6/21;36168,2
28/6/21;34677,77
27/6/21;32635,76
26/6/21;31305,79
25/6/21;32215,31
24/6/21;34859,9
23/6/21;33059,18
22/6/21;32903,52
21/6/21;32582,59
20/6/21;35823,29
19/6/21;36119,11
18/6/21;35517,31
17/6/21;37747,52
16/6/21;38532,5
15/6/21;39948,77
14/6/21;39831,58
13/6/21;39260,32
12/6/21;36020,18
11/6/21;37152,15
10/6/21;36494,56
9/6/21;36408,39
8/6/21;33629,96
7/6/21;34457,74
6/6/21;35978,7
5/6/21;35854,31
4/6/21;37056,79
3/6/21;38705,27
2/6/21;37745,13
1/6/21;36322,98
31/5/21;36690,89
30/5/21;36081,09
29/5/21;34269,86
28/5/21;35218,36
27/5/21;38495,29
26/5/21;38774,5
25/5/21;37646,5
24/5/21;39024,16
23/5/21;33700,55
22/5/21;38084,88
21/5/21;35251,36
20/5/21;40078,49
19/5/21;38336,11
18/5/21;43294,36
17/5/21;44816,08
16/5/21;44098,92
15/5/21;48242,61
14/5/21;49193,56
13/5/21;49312,81
12/5/21;54482,81
11/5/21;56911,32
10/5/21;55308,81
9/5/21;57931,38
8/5/21;59004,37
7/5/21;57684,39
6/5/21;55955,47
5/5/21;56895,44
4/5/21;54770,39
3/5/21;56811,66
2/5/21;57042,24
1/5/21;57725,77
30/4/21;56814,44
29/4/21;52990,9
28/4/21;54438,68
27/4/21;55192,62
26/4/21;53262,87
25/4/21;48122,24
24/4/21;50984,81
23/4/21;50567,72
22/4/21;51593,44
21/4/21;54996,31
20/4/21;56800,5
19/4/21;56210,89
18/4/21;56291,89
17/4/21;60870,13
16/4/21;62005,42
15/4/21;63410,29
14/4/21;62384,19
13/4/21;63193,56
12/4/21;59977,92
11/4/21;59674,92
10/4/21;58568,57
9/4/21;58333,6
8/4/21;57679,16
7/4/21;56227,64
6/4/21;58243,87
5/4/21;58799,14
4/4/21;58044,39
3/4/21;58064,8
2/4/21;58674,76
1/4/21;58859,78
31/3/21;58960,2
30/3/21;58673,67
29/3/21;57234,35
28/3/21;54845,71
27/3/21;55887,89
26/3/21;54002,49
25/3/21;52001,01
24/3/21;54050,57
23/3/21;54447,56
22/3/21;54554,83
21/3/21;57813,39
20/3/21;58541,76
19/3/21;58410,01
18/3/21;57501,51
17/3/21;57751,66
16/3/21;56388,15
15/3/21;56414,61
14/3/21;60273,94
13/3/21;61078,03
12/3/21;56965,96
11/3/21;57624,02
10/3/21;56931,78
9/3/21;54320,06
8/3/21;51878,94
7/3/21;50107,87
