Date;Last Price
14/7/21;1989,333
13/7/21;1947,868
12/7/21;2027,093
11/7/21;2130,16
10/7/21;2094,785
9/7/21;2135,415
8/7/21;2138,56
7/7/21;2362,81
6/7/21;2310,19
5/7/21;2217,025
4/7/21;2350,66
3/7/21;2220,49
2/7/21;2091,04
1/7/21;2121,23
30/6/21;2237,883
29/6/21;2192,125
28/6/21;2132,84
27/6/21;1816,803
26/6/21;1766,8
25/6/21;1866,986
24/6/21;2004,98
23/6/21;1931,03
22/6/21;1931,322
21/6/21;1941,443
20/6/21;2258,275
19/6/21;2226,765
18/6/21;2195,035
17/6/21;2343,802
16/6/21;2400,018
15/6/21;2522,145
14/6/21;2541,715
13/6/21;2525,95
12/6/21;2405,08
11/6/21;2382,328
10/6/21;2470,027
9/6/21;2561,613
8/6/21;2538,198
7/6/21;2658,087
6/6/21;2711,11
5/6/21;2633,992
4/6/21;2702,623
3/6/21;2822,35
2/6/21;2722,905
1/6/21;2577,745
31/5/21;2599,585
30/5/21;2438,525
29/5/21;2238,235
28/5/21;2428,04
27/5/21;2723,675
26/5/21;2798,403
25/5/21;2554,5
24/5/21;2624,545
23/5/21;2071,89
22/5/21;2357,924
21/5/21;2252,67
20/5/21;2764,99
19/5/21;2530,35
18/5/21;3432,905
17/5/21;3441,49
16/5/21;3360,361
15/5/21;3792,496
14/5/21;3989,747
13/5/21;3716,746
12/5/21;4102,706
11/5/21;4139,997
10/5/21;3905,466
9/5/21;3910,359
8/5/21;3849,446
7/5/21;3500,778
6/5/21;3466,917
5/5/21;3462,871
4/5/21;3405,33
3/5/21;3287,04
2/5/21;2969,795
1/5/21;2949,885
30/4/21;2763,262
29/4/21;2709,095
28/4/21;2707,505
27/4/21;2646,828
26/4/21;2459,85
25/4/21;2218,865
24/4/21;2296,272
23/4/21;2323,263
22/4/21;2399,735
21/4/21;2403,683
20/4/21;2307,6
19/4/21;2208,47
18/4/21;2228,92
17/4/21;2391,535
16/4/21;2458,489
15/4/21;2501,02
14/4/21;2369,712
13/4/21;2300,995
12/4/21;2145,171
11/4/21;2144,585
10/4/21;2094,137
9/4/21;2070,7
8/4/21;2055,075
7/4/21;1987,435
6/4/21;2121,67
5/4/21;2104,53
4/4/21;2061,85
3/4/21;2059,252
2/4/21;2091,177
1/4/21;1969,566
31/3/21;1939,743
30/3/21;1841,125
29/3/21;1807,083
28/3/21;1667,255
27/3/21;1718,66
26/3/21;1664,932
25/3/21;1603,625
24/3/21;1612,585
23/3/21;1672,08
22/3/21;1677,792
21/3/21;1799,527
20/3/21;1827,132
19/3/21;1817,797
18/3/21;1773,688
17/3/21;1815,289
16/3/21;1797,163
15/3/21;1792,47
14/3/21;1876,21
13/3/21;1912,208
12/3/21;1757,354
11/3/21;1840,288
10/3/21;1817,105
9/3/21;1825,466
8/3/21;1790,973
7/3/21;1664,548
6/3/21;1642,575
5/3/21;1532,672
4/3/21;1517,195
3/3/21;1595,573
2/3/21;1468,137
1/3/21;1546,478
28/2/21;1416,229
27/2/21;1507,387
